edge_id	source	target	interaction	edge_type	evidence	is_direct_alignment	cluster_representative	cluster_size	cluster_visibility_in_original_network	raw_m8_query	raw_m8_target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
A0A3Q8Q3U2__direct_alignment__A0A8S5PPT3	A0A3Q8Q3U2	A0A8S5PPT3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A8S5PPT3	0.173	98	41	11	32	98	162	250	8.358E-01	27
A0A3Q8Q3U2__direct_alignment__A0A6G6XN89	A0A3Q8Q3U2	A0A6G6XN89	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6G6XN89	0.326	49	10	6	46	81	53	91	3.209E-01	28
A0A3Q8Q3U2__cluster_membership__M4QST4	A0A3Q8Q3U2	M4QST4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A8S5RW13	A0A3Q8Q3U2	A0A8S5RW13	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A8S5RW13	0.281	110	24	14	17	88	39	131	3.679E-03	35
A0A3Q8Q3U2__direct_alignment__A0A5J6VM96	A0A3Q8Q3U2	A0A5J6VM96	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5J6VM96	0.291	72	31	9	13	73	759	821	1.695E-01	29
A0A3Q8Q3U2__direct_alignment__A0A2H4UUJ1	A0A3Q8Q3U2	A0A2H4UUJ1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A2H4UUJ1	0.287	101	29	11	12	70	540	639	3.209E-01	28
A0A3Q8Q3U2__direct_alignment__A0A1V0SE67	A0A3Q8Q3U2	A0A1V0SE67	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SE67	0.257	128	40	14	145	232	511	623	1.412E-03	36
A0A3Q8Q3U2__cluster_membership__B2ZYD8	A0A3Q8Q3U2	B2ZYD8	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A3G5A344	A0A3Q8Q3U2	A0A3G5A344	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5A344	0.244	49	21	5	10	48	196	238	8.358E-01	27
A0A3Q8Q3U2__direct_alignment__A0A1V0SAJ1	A0A3Q8Q3U2	A0A1V0SAJ1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SAJ1	0.202	69	20	5	15	69	139	186	1.150E+00	26
A0A3Q8Q3U2__direct_alignment__E3T516	A0A3Q8Q3U2	E3T516	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	E3T516	0.324	37	7	6	14	50	66	84	2.995E+00	25
A0A3Q8Q3U2__direct_alignment__A0A481Z534	A0A3Q8Q3U2	A0A481Z534	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481Z534	0.266	75	26	10	14	73	293	353	1.815E-02	32
A0A3Q8Q3U2__direct_alignment__A0A5K0U8N8	A0A3Q8Q3U2	A0A5K0U8N8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5K0U8N8	0.247	101	25	13	11	100	310	370	3.209E-01	28
A0A3Q8Q3U2__direct_alignment__A0A6G6AAM5	A0A3Q8Q3U2	A0A6G6AAM5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6G6AAM5	0.235	89	24	11	20	77	30	105	1.695E-01	29
A0A3Q8Q3U2__direct_alignment__A0A516KWN1	A0A3Q8Q3U2	A0A516KWN1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A516KWN1	0.231	121	44	10	148	245	456	550	9.587E-03	33
A0A3Q8Q3U2__direct_alignment__K7YEL3	A0A3Q8Q3U2	K7YEL3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	K7YEL3	0.267	56	28	5	20	75	196	238	1.943E-03	35
A0A3Q8Q3U2__direct_alignment__M1HTG7	A0A3Q8Q3U2	M1HTG7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	M1HTG7	0.304	82	29	8	11	72	83	156	7.455E-04	37
A0A3Q8Q3U2__direct_alignment__A0A6J5MI71	A0A3Q8Q3U2	A0A6J5MI71	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5MI71	0.287	94	25	15	9	83	46	116	2.332E-01	29
A0A3Q8Q3U2__cluster_membership__G8DGU9	A0A3Q8Q3U2	G8DGU9	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__Q8QNI9	A0A3Q8Q3U2	Q8QNI9	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	Q8QNI9	0.217	124	28	12	13	86	83	187	1.943E-03	35
A0A3Q8Q3U2__direct_alignment__UPI001FBC14AE	A0A3Q8Q3U2	UPI001FBC14AE	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	UPI001FBC14AE	0.232	125	40	11	140	220	199	311	4.729E-02	31
A0A3Q8Q3U2__cluster_membership__A0A142EZR1	A0A3Q8Q3U2	A0A142EZR1	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__cluster_membership__A0A516LPJ5	A0A3Q8Q3U2	A0A516LPJ5	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A159B7X0	A0A3Q8Q3U2	A0A159B7X0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A159B7X0	0.228	83	31	8	164	228	161	228	6.967E-03	34
A0A3Q8Q3U2__direct_alignment__A0A8F2DCD3	A0A3Q8Q3U2	A0A8F2DCD3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A8F2DCD3	0.411	17	4	1	203	213	258	274	2.995E+00	25
A0A3Q8Q3U2__direct_alignment__A0A5P8D8M7	A0A3Q8Q3U2	A0A5P8D8M7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5P8D8M7	0.261	42	10	2	19	49	244	275	6.075E-01	27
A0A3Q8Q3U2__direct_alignment__A0A6J7XBW3	A0A3Q8Q3U2	A0A6J7XBW3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J7XBW3	0.280	89	37	11	20	89	37	117	2.861E-04	38
A0A3Q8Q3U2__direct_alignment__A0A8S5LEX1	A0A3Q8Q3U2	A0A8S5LEX1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A8S5LEX1	0.351	37	13	3	38	69	25	55	4.729E-02	31
A0A3Q8Q3U2__direct_alignment__A0A8S5VQZ1	A0A3Q8Q3U2	A0A8S5VQZ1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A8S5VQZ1	0.238	67	21	8	185	225	152	214	4.415E-01	28
A0A3Q8Q3U2__direct_alignment__B2ZYD6	A0A3Q8Q3U2	B2ZYD6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	B2ZYD6	0.212	33	15	3	20	51	230	252	5.669E+00	24
A0A3Q8Q3U2__direct_alignment__Q6XM73	A0A3Q8Q3U2	Q6XM73	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	Q6XM73	0.307	52	16	7	12	46	178	226	6.075E-01	27
A0A3Q8Q3U2__cluster_membership__A0A1V0SE25	A0A3Q8Q3U2	A0A1V0SE25	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__cluster_membership__A0A1V0SJD8	A0A3Q8Q3U2	A0A1V0SJD8	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A6J5RRZ1	A0A3Q8Q3U2	A0A6J5RRZ1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5RRZ1	0.241	87	34	8	17	76	48	129	1.319E-02	33
A0A3Q8Q3U2__direct_alignment__A0A6J5QD79	A0A3Q8Q3U2	A0A6J5QD79	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5QD79	0.264	34	17	2	146	179	52	77	8.953E-02	30
A0A3Q8Q3U2__direct_alignment__A0A6J7X0W5	A0A3Q8Q3U2	A0A6J7X0W5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J7X0W5	0.173	75	30	5	15	89	99	141	1.232E-01	30
A0A3Q8Q3U2__direct_alignment__Q6J7Z7	A0A3Q8Q3U2	Q6J7Z7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	Q6J7Z7	0.212	80	32	9	154	221	320	380	1.232E-01	30
A0A3Q8Q3U2__direct_alignment__M4QP98	A0A3Q8Q3U2	M4QP98	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	M4QP98	0.234	47	16	5	12	40	101	145	4.415E-01	28
A0A3Q8Q3U2__direct_alignment__A0A7D3USW8	A0A3Q8Q3U2	A0A7D3USW8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A7D3USW8	0.252	111	43	12	135	223	223	315	1.695E-01	29
A0A3Q8Q3U2__direct_alignment__A0A2H4UUT1	A0A3Q8Q3U2	A0A2H4UUT1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A2H4UUT1	0.260	92	27	11	6	69	407	485	1.943E-03	35
A0A3Q8Q3U2__cluster_membership__A0A0P0YM44	A0A3Q8Q3U2	A0A0P0YM44	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__cluster_membership__A0A0P0YNC5	A0A3Q8Q3U2	A0A0P0YNC5	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A2N9QVY2	A0A3Q8Q3U2	A0A2N9QVY2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A2N9QVY2	0.292	41	21	5	39	75	131	167	3.209E-01	28
A0A3Q8Q3U2__direct_alignment__A0A3G5AIA8	A0A3Q8Q3U2	A0A3G5AIA8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5AIA8	0.333	42	14	5	163	200	842	873	1.232E-01	30
A0A3Q8Q3U2__cluster_membership__A0A4D6E2K3	A0A3Q8Q3U2	A0A4D6E2K3	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A516LSB6	A0A3Q8Q3U2	A0A516LSB6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A516LSB6	0.236	55	26	8	20	68	104	148	4.120E+00	25
A0A3Q8Q3U2__direct_alignment__A0A5K0U8L4	A0A3Q8Q3U2	A0A5K0U8L4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5K0U8L4	0.235	187	56	18	42	205	120	242	1.695E-01	29
A0A3Q8Q3U2__cluster_membership__A0A6J5NR15	A0A3Q8Q3U2	A0A6J5NR15	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A6J5Q2P1	A0A3Q8Q3U2	A0A6J5Q2P1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5Q2P1	0.297	37	10	4	40	71	62	87	7.799E+00	24
A0A3Q8Q3U2__direct_alignment__A0A6N1NGR4	A0A3Q8Q3U2	A0A6N1NGR4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6N1NGR4	0.275	69	25	9	12	76	171	218	6.507E-02	30
A0A3Q8Q3U2__direct_alignment__A0A7D3QUP9	A0A3Q8Q3U2	A0A7D3QUP9	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A7D3QUP9	0.380	42	13	6	38	75	337	369	2.498E-02	32
A0A3Q8Q3U2__direct_alignment__A0A7G8LFL5	A0A3Q8Q3U2	A0A7G8LFL5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A7G8LFL5	0.200	60	22	5	19	69	3	45	2.332E-01	29
A0A3Q8Q3U2__direct_alignment__A0A7M3UNJ6	A0A3Q8Q3U2	A0A7M3UNJ6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A7M3UNJ6	0.217	69	27	6	127	171	205	270	8.953E-02	30
A0A3Q8Q3U2__cluster_membership__D4N7N2	A0A3Q8Q3U2	D4N7N2	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__E3T4Q8	A0A3Q8Q3U2	E3T4Q8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	E3T4Q8	0.265	83	41	10	10	83	113	184	1.815E-02	32
A0A3Q8Q3U2__direct_alignment__A0A5J6VMM9	A0A3Q8Q3U2	A0A5J6VMM9	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5J6VMM9	0.283	53	18	6	33	78	72	111	4.415E-01	28
A0A3Q8Q3U2__direct_alignment__A0A1V0SBR2	A0A3Q8Q3U2	A0A1V0SBR2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SBR2	0.223	76	20	8	149	204	16	72	5.669E+00	24
A0A3Q8Q3U2__direct_alignment__A0A5B8HVT1	A0A3Q8Q3U2	A0A5B8HVT1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5B8HVT1	0.194	113	40	10	169	241	1	102	6.075E-01	27
A0A3Q8Q3U2__direct_alignment__A0A6G6XP42	A0A3Q8Q3U2	A0A6G6XP42	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6G6XP42	0.220	86	26	10	23	73	125	204	2.177E+00	25
A0A3Q8Q3U2__direct_alignment__R4THE7	A0A3Q8Q3U2	R4THE7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	R4THE7	0.269	78	19	9	179	248	78	125	3.209E-01	28
A0A3Q8Q3U2__direct_alignment__A0A6J5M0F1	A0A3Q8Q3U2	A0A6J5M0F1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5M0F1	0.217	69	25	5	188	250	26	71	2.995E+00	25
A0A3Q8Q3U2__direct_alignment__A0A3G4ZPF4	A0A3Q8Q3U2	A0A3G4ZPF4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G4ZPF4	0.232	142	50	13	148	251	58	178	6.507E-02	30
A0A3Q8Q3U2__direct_alignment__A0A8D9C9X8	A0A3Q8Q3U2	A0A8D9C9X8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A8D9C9X8	0.343	32	10	3	43	74	25	45	1.232E-01	30
A0A3Q8Q3U2__direct_alignment__A0A6J5ME36	A0A3Q8Q3U2	A0A6J5ME36	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5ME36	0.304	46	18	7	15	54	340	377	1.582E+00	26
A0A3Q8Q3U2__direct_alignment__A0A6J5N1A0	A0A3Q8Q3U2	A0A6J5N1A0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5N1A0	0.254	106	28	16	13	89	97	180	2.177E+00	25
A0A3Q8Q3U2__direct_alignment__A0A6J7X2P3	A0A3Q8Q3U2	A0A6J7X2P3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J7X2P3	0.289	38	22	3	32	66	195	230	8.953E-02	30
A0A3Q8Q3U2__direct_alignment__A0A879R2A6	A0A3Q8Q3U2	A0A879R2A6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A879R2A6	0.229	74	32	10	16	75	296	358	1.150E+00	26
A0A3Q8Q3U2__direct_alignment__A0A6J5PP54	A0A3Q8Q3U2	A0A6J5PP54	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5PP54	0.250	56	28	6	182	232	1	47	1.150E+00	26
A0A3Q8Q3U2__direct_alignment__A0A0F7L6X9	A0A3Q8Q3U2	A0A0F7L6X9	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A0F7L6X9	0.321	84	28	12	168	241	9	73	4.120E+00	25
A0A3Q8Q3U2__direct_alignment__A0A345BQA1	A0A3Q8Q3U2	A0A345BQA1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A345BQA1	0.259	104	39	13	7	75	90	190	8.358E-01	27
A0A3Q8Q3U2__direct_alignment__A0A6J5QSU2	A0A3Q8Q3U2	A0A6J5QSU2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5QSU2	0.139	93	37	8	14	74	91	172	8.358E-01	27
A0A3Q8Q3U2__direct_alignment__J3IZ65	A0A3Q8Q3U2	J3IZ65	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	J3IZ65	0.236	72	19	7	180	250	86	122	8.953E-02	30
A0A3Q8Q3U2__direct_alignment__A0A6J7WK42	A0A3Q8Q3U2	A0A6J7WK42	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J7WK42	0.223	76	24	9	156	208	337	400	3.209E-01	28
A0A3Q8Q3U2__cluster_membership__A0A6J5T9P3	A0A3Q8Q3U2	A0A6J5T9P3	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A6J7WNN0	A0A3Q8Q3U2	A0A6J7WNN0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J7WNN0	0.228	35	14	2	12	38	161	190	2.995E+00	25
A0A3Q8Q3U2__direct_alignment__A0A0N9QZS9	A0A3Q8Q3U2	A0A0N9QZS9	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A0N9QZS9	0.260	46	12	5	174	204	116	154	1.582E+00	26
A0A3Q8Q3U2__direct_alignment__V9TGM9	A0A3Q8Q3U2	V9TGM9	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	V9TGM9	0.305	59	15	6	148	196	335	377	1.695E-01	29
A0A3Q8Q3U2__direct_alignment__A0A097P924	A0A3Q8Q3U2	A0A097P924	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A097P924	0.235	34	18	2	20	53	267	292	6.075E-01	27
A0A3Q8Q3U2__direct_alignment__A0A1V0S8C9	A0A3Q8Q3U2	A0A1V0S8C9	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0S8C9	0.287	66	25	7	183	247	97	141	3.437E-02	31
A0A3Q8Q3U2__direct_alignment__A0A2Z5UZR0	A0A3Q8Q3U2	A0A2Z5UZR0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A2Z5UZR0	0.354	31	11	3	32	61	241	263	1.582E+00	26
A0A3Q8Q3U2__direct_alignment__A0A481TX30	A0A3Q8Q3U2	A0A481TX30	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481TX30	0.428	28	11	4	222	248	39	62	8.358E-01	27
A0A3Q8Q3U2__cluster_membership__A0A481Z2T2	A0A3Q8Q3U2	A0A481Z2T2	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__G3GPK7	A0A3Q8Q3U2	G3GPK7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	G3GPK7	0.326	46	16	8	39	76	67	105	2.498E-02	32
A0A3Q8Q3U2__direct_alignment__O39500	A0A3Q8Q3U2	O39500	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	O39500	0.461	13	7	0	14	26	43	55	4.120E+00	25
A0A3Q8Q3U2__cluster_membership__Q8B9E8	A0A3Q8Q3U2	Q8B9E8	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__Q9PYP9	A0A3Q8Q3U2	Q9PYP9	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	Q9PYP9	0.347	46	15	7	13	52	65	101	8.953E-02	30
A0A3Q8Q3U2__direct_alignment__A0A481YZG5	A0A3Q8Q3U2	A0A481YZG5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481YZG5	0.236	114	39	13	159	250	204	291	4.120E+00	25
A0A3Q8Q3U2__cluster_membership__A0A5J6VLB6	A0A3Q8Q3U2	A0A5J6VLB6	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A076FM45	A0A3Q8Q3U2	A0A076FM45	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A076FM45	0.306	49	19	6	19	64	768	804	7.455E-04	37
A0A3Q8Q3U2__cluster_membership__A0A6N1NQZ0	A0A3Q8Q3U2	A0A6N1NQZ0	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__F2Y2P4	A0A3Q8Q3U2	F2Y2P4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	F2Y2P4	0.277	101	31	13	13	75	100	196	1.815E-02	32
A0A3Q8Q3U2__direct_alignment__A0A6G8MYH0	A0A3Q8Q3U2	A0A6G8MYH0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6G8MYH0	0.243	82	33	8	134	197	40	110	6.507E-02	30
A0A3Q8Q3U2__cluster_membership__A0A2R8FDW0	A0A3Q8Q3U2	A0A2R8FDW0	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A5B8IIG2	A0A3Q8Q3U2	A0A5B8IIG2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5B8IIG2	0.269	52	13	5	144	181	177	217	1.582E+00	26
A0A3Q8Q3U2__direct_alignment__A0A5B8IHC8	A0A3Q8Q3U2	A0A5B8IHC8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5B8IHC8	0.243	74	17	6	18	63	19	81	9.587E-03	33
A0A3Q8Q3U2__direct_alignment__A0A7M3UPB5	A0A3Q8Q3U2	A0A7M3UPB5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A7M3UPB5	0.179	89	36	8	151	225	53	118	1.582E+00	26
A0A3Q8Q3U2__direct_alignment__A0A6J5L5D8	A0A3Q8Q3U2	A0A6J5L5D8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5L5D8	0.264	125	40	17	130	234	5	97	2.498E-02	32
A0A3Q8Q3U2__direct_alignment__A0A1C9C4Z3	A0A3Q8Q3U2	A0A1C9C4Z3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1C9C4Z3	0.223	67	32	8	14	72	576	630	6.967E-03	34
